RecordID,CallNumber,CallDateTime,Priority,District,Description,IncidentLocation,ZipCode,Neighborhood,PoliceDistrict,PolicePost,CouncilDistrict,SheriffDistricts,Community_Statistical_Areas,Census_Tracts,VRIZones,Location,year,month,Latitude,Longitude
7287895,P191393064,05/19/2019 05:16:00 PM,Non-Emergency,SW,Business Check,4000 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4000 FREDERICK AV
BALTIMORE, MD
(39.281748, -76.682116)",2019,5,39.28186,-76.68229
7276827,P191393073,05/19/2019 05:19:00 PM,Non-Emergency,SW,Business Check,800 N WOODINGTON RD,21229.0,Edmondson Village,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.01,,"800 N WOODINGTON RD
BALTIMORE, MD
(39.296338, -76.68608)",2019,5,39.29632565,-76.68633555739606
7287868,P191392855,05/19/2019 04:33:00 PM,Non-Emergency,WD,Hot Spot Check,1800 N CAREY ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,"1800 N CAREY ST
BALTIMORE, MD
(39.309514, -76.643617)",2019,5,39.30943515,-76.64381140874661
7444241,P191392808,05/19/2019 04:21:00 PM,Non-Emergency,NW,Traffic Stop,REISTERSTOWN RD/W GARRISON AV,21215.0,Lucille Park,Northwestern,613.0,6.0,D1,Glen-Fallstaff,Census Tract 2801.01,Northwestern,"W REISTERSTOWN RD
BALTIMORE, MD",2019,5,39.3179734,-76.6521047
7297265,P191393113,05/19/2019 05:28:00 PM,Non-Emergency,WD,Business Check,800 W LEXINGTON ST,21201.0,Poppleton,Western,712.0,9.0,D8,Poppleton/The Terraces/Hollins Market,Census Tract 1801,,"800 W LEXINGTON ST
BALTIMORE, MD
(39.291089, -76.630267)",2019,5,39.2911529,-76.6291399
7306869,P191393128,05/19/2019 05:31:00 PM,Non-Emergency,ND,Business Check,3600 KESWICK RD,21211.0,Wyman Park,Northern,531.0,14.0,D2,Medfield/Hampden/Woodberry/Remington,Census Tract 1307,,"3600 KESWICK RD
BALTIMORE, MD
(39.331422, -76.628037)",2019,5,39.3313766,-76.6281305
7306850,P191392979,05/19/2019 04:59:00 PM,Non-Emergency,SE,Business Check,2700 BOSTON ST,21224.0,Canton,Southeastern,232.0,1.0,D6,Canton,Census Tract 104,,"2700 BOSTON ST
BALTIMORE, MD
(39.279072, -76.577606)",2019,5,39.2789759,-76.5780113
7403198,P191393044,05/19/2019 05:11:00 PM,Non-Emergency,WD,Hot Spot Check,BRYANT AV/REISTERSTOWN RD,21217.0,Parkview/Woodbrook,Western,731.0,7.0,D9,Penn North/Reservoir Hill,Census Tract 1504,,"BRYANT AV
BALTIMORE, MD",2019,5,39.315657,-76.65061
7319242,P191392891,05/19/2019 04:41:00 PM,Non-Emergency,WD,Hot Spot Check,1900 PENROSE AV,21223.0,Penrose/Fayette Street Outreach,Western,714.0,9.0,D8,Southwest Baltimore,Census Tract 2001,,"1900 PENROSE AV
BALTIMORE, MD
(39.291227, -76.647571)",2019,5,39.29141395,-76.64758140709318
7276882,P191392931,05/19/2019 04:49:00 PM,Non-Emergency,NE,Business Check,3400 BELAIR RD,21213.0,Belair-Edison,Northeastern,432.0,13.0,D5,Belair-Edison,Census Tract 2603.01,Northeastern,"3400 BELAIR RD
BALTIMORE, MD
(39.322408, -76.572563)",2019,5,39.3226174,-76.5726034
7266712,P191393174,05/19/2019 05:39:00 PM,Non-Emergency,NW,Hot Spot Check,5100 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"5100 PARK HEIGHTS AV
BALTIMORE, MD
(39.34847, -76.674875)",2019,5,39.3456985,-76.6717894
7266713,P191393218,05/19/2019 05:48:00 PM,Non-Emergency,CD,Traffic Stop,1500 N CALVERT ST,21202.0,Charles North,Central,141.0,12.0,D5,Midtown,Census Tract 1205,,"1500 N CALVERT ST
BALTIMORE, MD
(39.307528, -76.613555)",2019,5,39.307016,-76.613683
7306852,P191393094,05/19/2019 05:24:00 PM,Non-Emergency,WD,Business Check,1300 LAURENS ST,21217.0,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1300 LAURENS ST
BALTIMORE, MD
(39.303361, -76.639074)",2019,5,39.3036221,-76.6391175
7287879,P191392651,05/19/2019 03:53:00 PM,Non-Emergency,WD,Hot Spot Check,1800 N FULTON AV,21217.0,Sandtown-Winchester,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1800 N FULTON AV
BALTIMORE, MD
(39.308944, -76.646469)",2019,5,39.3089496,-76.64664741822034
7276991,P191393158,05/19/2019 05:36:00 PM,Non-Emergency,NW,Hot Spot Check,5100 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"5100 PARK HEIGHTS AV
BALTIMORE, MD
(39.34847, -76.674875)",2019,5,39.3456985,-76.6717894
7306781,P191393114,05/19/2019 05:28:00 PM,Non-Emergency,WD,Business Check,2700 W FRANKLIN ST,21223.0,Penrose/Fayette Street Outreach,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2002,,"2700 W FRANKLIN ST
BALTIMORE, MD
(39.293247, -76.661572)",2019,5,39.29341934999999,-76.66147884800861
7306835,P191392837,05/19/2019 04:28:00 PM,Non-Emergency,WD,Hot Spot Check,1900 MOSHER ST,21217.0,Midtown-Edmondson,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1900 MOSHER ST
BALTIMORE, MD
(39.299757, -76.647706)",2019,5,39.2999796,-76.64772139109024
7297214,P191392998,05/19/2019 05:04:00 PM,Non-Emergency,WD,Business Check,1700 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1903,Tri-District,"1700 W BALTIMORE ST
BALTIMORE, MD
(39.28826, -76.643946)",2019,5,39.2884369,-76.64395639783132
7444176,P191392991,05/19/2019 05:02:00 PM,Non-Emergency,NW,Traffic Stop,4800 REISTERSTOWN RD,21215.0,Lucille Park,Northwestern,613.0,6.0,D1,Southern Park Heights,Census Tract 1513,Northwestern,"4800 REISTERSTOWN RD
BALTIMORE, MD
(39.341798, -76.676679)",2019,5,39.341423199999994,-76.67602038168195
7403297,P191393134,05/19/2019 05:32:00 PM,Non-Emergency,SE,Hot Spot Check,3400 E BALTIMORE ST,21224.0,Baltimore Highlands,Southeastern,223.0,1.0,D6,Orangeville/East Highlandtown,Census Tract 2604.04,,"3400 E BALTIMORE ST
BALTIMORE, MD
(39.292499, -76.569242)",2019,5,39.2927019,-76.56925469487047
7287826,P191393066,05/19/2019 05:17:00 PM,Non-Emergency,SW,Business Check,4100 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7306865,P191392900,05/19/2019 04:43:00 PM,Non-Emergency,WD,Warrant Service,1300 W LAFAYETTE AV,21217.0,Harlem Park,Western,713.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1602,Central,"1300 W LAFAYETTE AV
BALTIMORE, MD
(39.299038, -76.63884)",2019,5,39.29917895,-76.63885224603422
7306838,P191393038,05/19/2019 05:11:00 PM,Non-Emergency,CD,Hot Spot Check,500 DOLPHIN ST,21217.0,Upton,Central,123.0,11.0,D8,Upton/Druid Heights,Census Tract 1702,Central,"500 DOLPHIN ST
BALTIMORE, MD
(39.300901, -76.627919)",2019,5,39.30096595,-76.62803987024998
7319210,P191392965,05/19/2019 04:57:00 PM,Non-Emergency,SW,Traffic Stop,3300 EDMONDSON AV,21229.0,Edgewood,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.02,,"3300 EDMONDSON AV
BALTIMORE, MD
(39.294312, -76.670583)",2019,5,39.294252,-76.672943
7287775,P191392773,05/19/2019 04:13:00 PM,Non-Emergency,NW,Business Check,3800 LIBERTY HEIGHTS AV,21215.0,Callaway-Garrison,Northwestern,642.0,6.0,D1,Dorchester/Ashburton,Census Tract 1510,,"3800 LIBERTY HEIGHTS AV
BALTIMORE, MD
(39.326434, -76.679094)",2019,5,39.327067,-76.681176
7266696,P191392802,05/19/2019 04:19:00 PM,Non-Emergency,WD,INV STOP,2000 N PULASKI ST,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"2000 N PULASKI ST
BALTIMORE, MD
(39.311094, -76.651378)",2019,5,39.3110831,-76.65158325172598
7266685,P191393201,05/19/2019 05:44:00 PM,Non-Emergency,SE,Hot Spot Check,3800 CLAREMONT ST,21224.0,Highlandtown,Southeastern,231.0,2.0,D6,Highlandtown,Census Tract 2608,,"3800 CLAREMONT ST
BALTIMORE, MD
(39.289549, -76.564878)",2019,5,39.28969265,-76.56487185280972
7444244,P191393181,05/19/2019 05:40:00 PM,Non-Emergency,WD,Business Check,1300 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1902,Tri-District,"1300 W BALTIMORE ST
BALTIMORE, MD
(39.288503, -76.638139)",2019,5,39.288642,-76.63833
7287825,P191392973,05/19/2019 04:58:00 PM,Non-Emergency,WD,Hot Spot Check,2300 DRUID HILL AV,21217.0,Penn North,Western,733.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,,"2300 DRUID HILL AV
BALTIMORE, MD
(39.310794, -76.638687)",2019,5,39.3107201,-76.63877001185384
7306801,P191392862,05/19/2019 04:35:00 PM,Non-Emergency,NW,Hot Spot Check,5100 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"5100 PARK HEIGHTS AV
BALTIMORE, MD
(39.34847, -76.674875)",2019,5,39.3456985,-76.6717894
7287962,P191393148,05/19/2019 05:35:00 PM,Non-Emergency,CW,Lab Request,4400 KATHLAND AV,21207.0,Howard Park,Northwestern,622.0,8.0,D9,Howard Park/West Arlington,Census Tract 2802,,"4400 KATHLAND AV
BALTIMORE, MD
(39.32662, -76.69329)",2019,5,39.326891700000004,-76.69313966661035
7319228,P191393224,05/19/2019 05:49:00 PM,Non-Emergency,ND,Business Check,6300 YORK RD,21212.0,Lake Walker,Northern,522.0,4.0,D2,Chinquapin Park/Belvedere,Census Tract 2708.04,,"6300 YORK RD
BALTIMORE, MD
(39.371012, -76.609799)",2019,5,39.3708542,-76.61061875750761
7297178,P191392779,05/19/2019 04:14:00 PM,Non-Emergency,ND,COMMUNITY ENGAGE,3200 GREENMOUNT AV,21218.0,Abell,Northern,513.0,14.0,D2,Greater Charles Village/Barclay,Census Tract 1202.01,,"3200 GREENMOUNT AV
BALTIMORE, MD
(39.327394, -76.609419)",2019,5,39.3273776,-76.609562
7306786,P191392809,05/19/2019 04:21:00 PM,Non-Emergency,NE,Hot Spot Check,1600 HOMESTEAD ST,21218.0,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 907,,"1600 HOMESTEAD ST
BALTIMORE, MD
(39.321206, -76.596095)",2019,5,39.321370900000005,-76.59592933129235
7287961,P191393046,05/19/2019 05:12:00 PM,Non-Emergency,WD,Hot Spot Check,1900 CLIFTON AV,21217.0,Mondawmin,Western,731.0,7.0,D9,Greater Mondawmin,Census Tract 1504,Western,"1900 CLIFTON AV
BALTIMORE, MD
(39.311919, -76.648308)",2019,5,39.312021,-76.648473
7306789,P191393010,05/19/2019 05:06:00 PM,Non-Emergency,WD,Hot Spot Check,1700 N CAREY ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,"1700 N CAREY ST
BALTIMORE, MD
(39.308666, -76.64255)",2019,5,39.308876,-76.642958
7306867,P191393015,05/19/2019 05:07:00 PM,Non-Emergency,WD,Business Check,2700 PENNSYLVANIA AV,21217.0,Penn North,Western,733.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,"2700 PENNSYLVANIA AV
BALTIMORE, MD
(39.312552, -76.645509)",2019,5,39.31244275,-76.64566397666944
7276989,P191392673,05/19/2019 03:55:00 PM,Non-Emergency,SE,Traffic Stop,3600 BOSTON ST,21224.0,Canton Industrial Area,Southeastern,233.0,1.0,D6,Southeastern,Census Tract 2606.05,,"3600 BOSTON ST
BALTIMORE, MD
(39.277229, -76.56612)",2019,5,39.2778369,-76.5661192
7287858,P191392724,05/19/2019 04:03:00 PM,Non-Emergency,SW,COMMUNITY ENGAGE,2200 EAGLE ST,21223.0,Carrollton Ridge,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,,"2200 EAGLE ST
BALTIMORE, MD
(39.279934, -76.650412)",2019,5,39.2800905,-76.65059025021287
7266651,P191392668,05/19/2019 03:54:00 PM,Non-Emergency,NE,Business Check,3200 BELAIR RD,21213.0,Belair-Edison,Northeastern,434.0,13.0,D5,Belair-Edison,Census Tract 801.02,,"3200 BELAIR RD
BALTIMORE, MD
(39.320815, -76.57456)",2019,5,39.321236,-76.574312
7276795,P191392820,05/19/2019 04:24:00 PM,Non-Emergency,WD,Business Check,1300 LAURENS ST,21217.0,Sandtown-Winchester,Western,743.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,Central,"1300 LAURENS ST
BALTIMORE, MD
(39.303361, -76.639074)",2019,5,39.3036221,-76.6391175
7319264,P191393008,05/19/2019 05:06:00 PM,Non-Emergency,WD,Hot Spot Check,600 CUMBERLAND ST,21217.0,Penn North,Western,733.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1501,Western,"600 CUMBERLAND ST
BALTIMORE, MD
(39.308995, -76.642089)",2019,5,39.308995,-76.642292
7403260,P191392959,05/19/2019 04:56:00 PM,Non-Emergency,CD,Business Check,500 BLOOM ST,21217.0,Druid Heights,Central,131.0,7.0,D8,Upton/Druid Heights,Census Tract 1403,,"500 BLOOM ST
BALTIMORE, MD
(39.308259, -76.636342)",2019,5,39.308274,-76.63653
7403294,P191392764,05/19/2019 04:09:00 PM,Non-Emergency,WD,Business Check,1800 BAKER ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1800 BAKER ST
BALTIMORE, MD
(39.30662, -76.647281)",2019,5,39.3067891,-76.64729006457381
7306791,P191393127,05/19/2019 05:31:00 PM,Non-Emergency,WD,Hot Spot Check,2200 BAKER ST,21216.0,Coppin Heights/Ash-Co-East,Western,723.0,7.0,D9,Greater Rosemont,Census Tract 1503,Western,"2200 BAKER ST
BALTIMORE, MD
(39.30643, -76.653009)",2019,5,39.306629400000006,-76.65303247745
7319251,P191392847,05/19/2019 04:32:00 PM,Non-Emergency,CD,Business Check,400 W MULBERRY ST,21201.0,Downtown,Central,111.0,11.0,D7,Downtown/Seton Hill,Census Tract 401,,"400 W MULBERRY ST
BALTIMORE, MD
(39.293877, -76.62121)",2019,5,39.2919665,-76.67565653976511
7306803,P191393057,05/19/2019 05:14:00 PM,Non-Emergency,NW,Traffic Stop,4500 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Southern Park Heights,Census Tract 2716,,"4500 PARK HEIGHTS AV
BALTIMORE, MD
(39.341852, -76.668243)",2019,5,39.3411656,-76.6680298
7287986,P191393084,05/19/2019 05:20:00 PM,Non-Emergency,SE,Business Check,2800 JEFFERSON ST,21205.0,McElderry Park,Southeastern,221.0,13.0,D5,Madison/East End,Census Tract 701,,"2800 JEFFERSON ST
BALTIMORE, MD
(39.296921, -76.577484)",2019,5,39.2970594,-76.57749877766096
7319209,P191392877,05/19/2019 04:38:00 PM,Non-Emergency,NE,Traffic Stop,2800 HILLEN RD,21218.0,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 906,,"2800 HILLEN RD
BALTIMORE, MD
(39.322852, -76.588555)",2019,5,39.324319,-76.588714
7444178,P191393243,05/19/2019 05:55:00 PM,Non-Emergency,SW,Business Check,900 POPLAR GROVE ST,21216.0,Franklintown Road,Southwestern,814.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"900 POPLAR GROVE ST
BALTIMORE, MD
(39.298174, -76.665121)",2019,5,39.298146450000004,-76.66536623505166
7306805,P191393216,05/19/2019 05:48:00 PM,Non-Emergency,CD,TOWED VEHICLE,2000 DRUID HILL AV,21217.0,Druid Heights,Central,131.0,11.0,D8,Upton/Druid Heights,Census Tract 1403,,"2000 DRUID HILL AV
BALTIMORE, MD
(39.307572, -76.635458)",2019,5,39.30745095,-76.63561672991159
7319254,P191393142,05/19/2019 05:34:00 PM,Non-Emergency,SW,Hot Spot Check,2100 FREDERICK AV,21223.0,Boyd-Booth,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2004,Tri-District,"2100 FREDERICK AV
BALTIMORE, MD
(39.28574, -76.649994)",2019,5,39.2858627,-76.6501
7266652,P191392787,05/19/2019 04:17:00 PM,Non-Emergency,SW,Traffic Stop,1900 W FRANKLIN ST,21223.0,Midtown-Edmondson,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1900 W FRANKLIN ST
BALTIMORE, MD
(39.293848, -76.647478)",2019,5,39.29398165,-76.6474881519416
7266630,P191392902,05/19/2019 04:43:00 PM,Non-Emergency,NE,Business Check,2900 HILLEN RD,21218.0,Coldstream Homestead Montebello,Northeastern,411.0,14.0,D5,Midway/Coldstream,Census Tract 906,,"2900 HILLEN RD
BALTIMORE, MD
(39.324866, -76.588991)",2019,5,39.324709,-76.588998
7306802,P191393003,05/19/2019 05:05:00 PM,Non-Emergency,SE,Hot Spot Check,MCELDERRY ST/N ROSE ST,21205.0,McElderry Park,Southeastern,221.0,13.0,D5,Madison/East End,Census Tract 702,,"N MCELDERRY ST
BALTIMORE, MD",2019,5,39.2980946,-76.5730463
7287894,P191392949,05/19/2019 04:52:00 PM,Non-Emergency,WD,Hot Spot Check,2800 EDMONDSON AV,21223.0,Mosher,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2800 EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)",2019,5,39.294572,-76.663103
7444211,P191392686,05/19/2019 03:57:00 PM,Non-Emergency,SD,Business Check,2300 W PATAPSCO AV,21230.0,Lakeland,Southern,923.0,10.0,D7,Westport/Mount Winans/Lakeland,Census Tract 2502.05,,"2300 W PATAPSCO AV
BALTIMORE, MD
(39.251632, -76.647335)",2019,5,39.251737,-76.647131
7319224,P191392661,05/19/2019 03:53:00 PM,Non-Emergency,WD,Hot Spot Check,2500 SALEM ST,21217.0,Penn North,Western,733.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1303,Western,"2500 SALEM ST
BALTIMORE, MD
(39.312334, -76.642456)",2019,5,39.312393,-76.642689
1886,P190523384,02/21/2019 07:48:00 PM,Non-Emergency,WD,Hot Spot Check,WOODBROOK AV/BRYANT AV,21217.0,Parkview/Woodbrook,Western,732.0,7.0,D2,Penn North/Reservoir Hill,Census Tract 1304,Western,"WOODBROOK AV
BALTIMORE, MD",2019,2,39.3181657,-76.6507461
6146980,P191031702,04/13/2019 11:14:00 AM,Medium,NE,DISORDERLY,600 E 25TH ST,21218.0,East Baltimore Midway,Eastern,342.0,12.0,D5,Midway/Coldstream,Census Tract 908,,"600 E 25TH ST
BALTIMORE, MD",2019,4,39.3184164,-76.6066148
7266646,P191393193,05/19/2019 05:43:00 PM,Non-Emergency,SE,Business Check,100 S BROADWAY,21231.0,Washington Hill,Southeastern,212.0,12.0,D7,Harbor East/Little Italy,Census Tract 301,,"100 S BROADWAY
BALTIMORE, MD
(39.290192, -76.593874)",2019,5,39.29020615,-76.59428157424003
7276811,P191392913,05/19/2019 04:45:00 PM,Non-Emergency,WD,Hot Spot Check,2800 EDMONDSON AV,21223.0,Penrose/Fayette Street Outreach,Southwestern,842.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"2800 EDMONDSON AV
BALTIMORE, MD
(39.294476, -76.662976)",2019,5,39.294572,-76.663103
7297282,P191393105,05/19/2019 05:26:00 PM,Non-Emergency,SD,Business Check,2000 W PRATT ST,21223.0,Carrollton Ridge,Southern,934.0,9.0,D8,Southwest Baltimore,Census Tract 2003,Tri-District,"2000 W PRATT ST
BALTIMORE, MD
(39.285032, -76.648652)",2019,5,39.28526225,-76.64866037165987
7306790,P191393063,05/19/2019 05:15:00 PM,Non-Emergency,SD,Hot Spot Check,1500 PLUM ST,21226.0,Curtis Bay,Southern,911.0,10.0,D7,Brooklyn/Curtis Bay/Hawkins Point,Census Tract 2505,,"1500 PLUM ST
BALTIMORE, MD
(39.228253, -76.590252)",2019,5,39.228359,-76.590146
7297278,P191393165,05/19/2019 05:38:00 PM,Non-Emergency,WD,Hot Spot Check,2500 EDMONDSON AV,21223.0,Rosemont Homeowners/Tenants,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1605,,"2500 EDMONDSON AV
BALTIMORE, MD
(39.294714, -76.656533)",2019,5,39.29494765,-76.65672477450875
7306817,P191392839,05/19/2019 04:29:00 PM,Non-Emergency,WD,Business Check,1900 W LAFAYETTE AV,21217.0,Midtown-Edmondson,Western,722.0,9.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1604,,"1900 W LAFAYETTE AV
BALTIMORE, MD
(39.298725, -76.647836)",2019,5,39.2988703,-76.6476967
7297274,P191393075,05/19/2019 05:19:00 PM,Non-Emergency,SW,Hot Spot Check,300 S AUGUSTA AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"300 S AUGUSTA AV
BALTIMORE, MD
(39.281209, -76.684601)",2019,5,39.28119635,-76.68481406600381
7287940,P191392974,05/19/2019 04:58:00 PM,Non-Emergency,SE,Foot  Patrol,3500 BOSTON ST,21224.0,Canton,Southeastern,232.0,1.0,D6,Southeastern,Census Tract 2606.05,,"3500 BOSTON ST
BALTIMORE, MD
(39.277188, -76.567027)",2019,5,39.2775827,-76.5670639
7319266,P191393210,05/19/2019 05:46:00 PM,Non-Emergency,SE,Hot Spot Check,3700 MT PLEASANT AV,21224.0,Baltimore Highlands,Southeastern,223.0,2.0,D6,Highlandtown,Census Tract 2608,,"3700 MT PLEASANT AV
BALTIMORE, MD
(39.29094, -76.566661)",2019,5,39.2910681,-76.5667056
7276873,P191393233,05/19/2019 05:51:00 PM,Non-Emergency,SW,Business Check,4600 EDMONDSON AV,21229.0,Rognel Heights,Southwestern,822.0,8.0,D10,Beechfield/Ten Hills/West Hills,Census Tract 2804.01,,"4600 EDMONDSON AV
BALTIMORE, MD
(39.293406, -76.693881)",2019,5,39.2939367,-76.69425360194938
7297220,P191392745,05/19/2019 04:06:00 PM,Non-Emergency,CW,Lab Request,2800 BERWICK AV,21234.0,North Harford Road,Northeastern,424.0,3.0,D4,Harford/Echodale,Census Tract 2707.03,,"2800 BERWICK AV
BALTIMORE, MD
(39.365955, -76.555777)",2019,5,39.3661368,-76.55570373048008
7444213,P191392999,05/19/2019 05:05:00 PM,Non-Emergency,NW,Business Check,5100 PARK HEIGHTS AV,21215.0,Central Park Heights,Northwestern,614.0,6.0,D1,Pimlico/Arlington/Hilltop,Census Tract 2718.02,Northwestern,"5100 PARK HEIGHTS AV
BALTIMORE, MD
(39.34847, -76.674875)",2019,5,39.3456985,-76.6717894
7319182,P191393147,05/19/2019 05:34:00 PM,Non-Emergency,SW,Hot Spot Check,0 S SMALLWOOD ST,21223.0,Boyd-Booth,Southwestern,842.0,9.0,D8,Southwest Baltimore,Census Tract 2004,Tri-District,"0 S SMALLWOOD ST
BALTIMORE, MD",2019,5,39.2874577,-76.6514388
7319243,P191392968,05/19/2019 04:57:00 PM,Non-Emergency,WD,Business Check,1500 W BALTIMORE ST,21223.0,Franklin Square,Western,711.0,9.0,D8,Southwest Baltimore,Census Tract 1901,Tri-District,"1500 W BALTIMORE ST
BALTIMORE, MD
(39.288377, -76.641123)",2019,5,39.28861525,-76.64112509301206
7403216,P191392722,05/19/2019 04:03:00 PM,Non-Emergency,SW,Hot Spot Check,500 S PULASKI ST,21223.0,Carrollton Ridge,Southwestern,841.0,9.0,D8,Southwest Baltimore,Census Tract 2005,Tri-District,"500 S PULASKI ST
BALTIMORE, MD
(39.281157, -76.649117)",2019,5,39.281037,-76.64916
7297243,P191393030,05/19/2019 05:09:00 PM,Non-Emergency,WD,Hot Spot Check,1700 PRESBURY ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1700 PRESBURY ST
BALTIMORE, MD
(39.307918, -76.645022)",2019,5,39.3081084,-76.6450269
7287916,P191393166,05/19/2019 05:38:00 PM,Medium,WD,WANTED ON WARR,1600 N GILMOR ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1501,,"1600 N GILMOR ST
BALTIMORE, MD
(39.306875, -76.643401)",2019,5,39.306893,-76.643533
7276992,P191393217,05/19/2019 05:48:00 PM,Non-Emergency,SE,Business Check,3800 E LOMBARD ST,21224.0,Baltimore Highlands,Southeastern,223.0,2.0,D6,Highlandtown,Census Tract 2608,,"3800 E LOMBARD ST
BALTIMORE, MD
(39.291512, -76.564436)",2019,5,39.2917181,-76.56336141163793
7319211,P191393067,05/19/2019 05:18:00 PM,Non-Emergency,SW,Business Check,4100 FREDERICK AV,21229.0,Irvington,Southwestern,833.0,8.0,D10,Allendale/Irvington/S. Hilton,Census Tract 2008,,"4100 FREDERICK AV
BALTIMORE, MD
(39.281712, -76.683434)",2019,5,39.2819463,-76.68344309617893
7297229,P191393200,05/19/2019 05:44:00 PM,Non-Emergency,SW,Traffic Stop,3300 EDMONDSON AV,21229.0,Edgewood,Southwestern,844.0,8.0,D10,Edmondson Village,Census Tract 1608.02,,"3300 EDMONDSON AV
BALTIMORE, MD
(39.294312, -76.670583)",2019,5,39.294252,-76.672943
7444154,P191392926,05/19/2019 04:48:00 PM,Non-Emergency,WD,Traffic Stop,1700 BLK N PAYSON ST,21217.0,Easterwood,Western,741.0,7.0,D8,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1700 BLK N PAYSON ST
BALTIMORE, MD
(39.307913, -76.649775)",2019,5,39.307928,-76.649921
7287960,P191392941,05/19/2019 04:51:00 PM,Non-Emergency,ND,Warrant Service,500 CHATEAU AV,21212.0,Winston-Govans,Northern,524.0,4.0,D2,Greater Govans,Census Tract 2710.02,,"500 CHATEAU AV
BALTIMORE, MD
(39.350779, -76.608806)",2019,5,39.3509918,-76.609175963718
7403246,P191393159,05/19/2019 05:37:00 PM,Non-Emergency,WD,Hot Spot Check,600 N DUKELAND ST,21223.0,Mosher,Western,721.0,9.0,D8,Greater Rosemont,Census Tract 1606,,"600 N DUKELAND ST
BALTIMORE, MD
(39.294901, -76.662998)",2019,5,39.29489015,-76.66318370857348
7444175,P191392861,05/19/2019 04:34:00 PM,Non-Emergency,WD,Hot Spot Check,1800 N MOUNT ST,21217.0,Sandtown-Winchester,Western,742.0,7.0,D9,Sandtown-Winchester/Harlem Park,Census Tract 1502,Western,"1800 N MOUNT ST
BALTIMORE, MD
(39.309009, -76.644937)",2019,5,39.308997500000004,-76.64515880393586
